PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene
25.25 ,75.31 ,9.04 ,19.71 ,16.08 ,15.23 ,0.32 ,6.77 ,43.89 ,0.50 ,3.65 
46.15 ,137.75 ,1.65 ,31.86 ,17.97 ,7.63 ,0.50 ,14.71 ,56.94 ,3.18 ,19.64 
22.18 ,53.64 ,3.41 ,11.95 ,13.31 ,8.61 ,0.60 ,6.15 ,54.11 ,0.17 ,0.52 
24.12 ,30.22 ,54.19 ,2.18 ,56.36 ,9.92 ,1.15 ,3.65 ,27.63 ,0.44 ,0.95 
38.20 ,68.08 ,60.78 ,25.13 ,98.61 ,15.31 ,0.51 ,3.49 ,89.82 ,6.46 ,9.14 
54.02 ,85.31 ,7.79 ,9.16 ,16.96 ,10.13 ,0.03 ,7.78 ,31.48 ,3.84 ,1.15 
18.25 ,94.50 ,109.98 ,63.02 ,49.13 ,11.35 ,0.09 ,7.48 ,54.28 ,0.03 ,1.22 
7.25 ,28.25 ,5.47 ,9.75 ,9.58 ,3.45 ,0.64 ,8.28 ,26.07 ,3.05 ,6.75 
182.45 ,213.71 ,54.97 ,106.80 ,53.87 ,62.46 ,0.34 ,16.04 ,15.04 ,1.54 ,4.61 
23.34 ,58.19 ,28.54 ,29.12 ,29.39 ,30.03 ,0.68 ,7.59 ,13.42 ,0.26 ,1.92 
105.85 ,142.16 ,18.19 ,64.38 ,80.93 ,30.23 ,0.98 ,41.02 ,70.93 ,5.85 ,8.68 
55.58 ,128.15 ,5.70 ,54.34 ,33.49 ,12.76 ,0.90 ,6.34 ,19.11 ,2.28 ,10.63 
84.37 ,173.29 ,58.51 ,60.82 ,119.18 ,27.98 ,1.03 ,5.00 ,11.99 ,2.83 ,6.01 
19.13 ,29.86 ,2.82 ,14.33 ,13.40 ,13.31 ,0.58 ,3.43 ,70.79 ,0.58 ,0.53 
58.17 ,113.05 ,2.34 ,47.78 ,27.25 ,17.60 ,0.88 ,6.38 ,29.76 ,2.02 ,6.93 
25.75 ,44.25 ,3.12 ,15.98 ,11.03 ,12.48 ,0.59 ,5.50 ,31.90 ,2.48 ,7.82 
62.50 ,130.00 ,2.83 ,56.43 ,32.32 ,3.00 ,1.14 ,9.62 ,29.90 ,0.08 ,0.03 
33.50 ,87.00 ,1.33 ,16.70 ,9.97 ,6.47 ,0.47 ,6.15 ,34.33 ,0.90 ,1.90 
55.50 ,119.25 ,3.17 ,35.65 ,21.55 ,11.43 ,0.61 ,10.18 ,115.32 ,1.38 ,2.50 
168.73 ,184.54 ,26.36 ,51.17 ,69.14 ,37.94 ,0.59 ,5.49 ,1.23 ,2.17 ,6.48 
17.10 ,29.74 ,6.10 ,14.34 ,19.08 ,7.12 ,0.34 ,2.75 ,8.11 ,19.43 ,15.59 
41.89 ,72.81 ,2.25 ,9.15 ,6.56 ,31.20 ,0.68 ,7.29 ,10.50 ,0.08 ,0.12 
58.64 ,107.80 ,5.61 ,17.44 ,23.06 ,12.82 ,0.41 ,9.31 ,64.34 ,20.24 ,35.49 
58.17 ,116.65 ,3.79 ,32.53 ,19.82 ,13.61 ,0.49 ,9.72 ,72.22 ,1.81 ,14.76 
53.40 ,85.28 ,5.51 ,23.44 ,16.84 ,28.47 ,0.60 ,10.61 ,26.97 ,6.28 ,0.22 
23.83 ,40.70 ,7.72 ,17.04 ,21.73 ,14.88 ,0.74 ,11.21 ,38.00 ,0.54 ,11.48 
39.10 ,62.83 ,3.99 ,28.02 ,25.50 ,26.22 ,0.82 ,6.86 ,38.91 ,2.10 ,18.50 
24.52 ,73.10 ,13.97 ,23.38 ,25.93 ,23.02 ,0.73 ,9.28 ,33.70 ,1.27 ,23.79 
49.60 ,74.97 ,10.34 ,35.99 ,39.25 ,15.44 ,1.03 ,6.77 ,20.72 ,0.48 ,1.15 
71.38 ,169.05 ,22.94 ,74.88 ,58.05 ,19.34 ,0.95 ,12.76 ,7.63 ,5.67 ,70.40 
93.41 ,210.31 ,135.72 ,107.61 ,155.33 ,12.52 ,0.74 ,17.28 ,28.63 ,0.96 ,0.27 
57.41 ,134.09 ,16.92 ,44.98 ,41.79 ,30.95 ,1.28 ,12.40 ,18.56 ,2.89 ,20.14 
85.64 ,80.97 ,11.34 ,59.53 ,32.59 ,374.96 ,2.00 ,6.07 ,83.86 ,0.61 ,0.57 
4.50 ,19.25 ,8.07 ,17.80 ,7.34 ,7.27 ,0.01 ,12.85 ,31.30 ,0.02 ,0.02 
43.50 ,116.75 ,31.20 ,46.10 ,45.72 ,11.00 ,1.32 ,31.85 ,16.95 ,9.12 ,18.90 
30.41 ,82.05 ,17.11 ,11.40 ,28.47 ,12.03 ,0.93 ,8.61 ,43.25 ,1.42 ,1.73 
29.18 ,79.51 ,19.02 ,12.44 ,21.93 ,45.22 ,0.87 ,9.28 ,7.21 ,6.13 ,0.22 
48.24 ,70.80 ,2.95 ,16.98 ,16.82 ,21.89 ,0.70 ,6.37 ,66.03 ,1.62 ,22.14 
15.23 ,59.95 ,8.39 ,20.63 ,18.00 ,10.69 ,0.88 ,4.73 ,34.13 ,0.11 ,0.63 
21.75 ,45.25 ,6.00 ,27.22 ,19.35 ,20.95 ,0.51 ,4.40 ,13.22 ,0.15 ,0.40 
52.28 ,132.80 ,10.01 ,14.80 ,17.48 ,24.73 ,0.67 ,9.82 ,77.09 ,0.43 ,0.19 
24.11 ,75.60 ,5.69 ,27.76 ,20.02 ,23.80 ,0.26 ,3.12 ,8.62 ,2.00 ,1.50 
199.22 ,330.22 ,208.27 ,173.75 ,148.76 ,26.19 ,1.58 ,13.70 ,7.16 ,35.14 ,26.11 
42.61 ,106.96 ,43.87 ,61.97 ,90.91 ,29.98 ,2.56 ,18.62 ,10.14 ,1.86 ,3.12 
18.50 ,48.50 ,14.90 ,39.33 ,33.00 ,12.03 ,0.82 ,2.25 ,19.65 ,7.20 ,15.02 
52.01 ,123.03 ,6.97 ,79.18 ,100.49 ,14.34 ,1.21 ,3.21 ,17.00 ,5.08 ,8.10 
83.10 ,239.86 ,99.93 ,55.14 ,127.44 ,35.52 ,4.55 ,15.67 ,19.24 ,8.72 ,29.72 
35.82 ,117.19 ,7.20 ,13.48 ,14.93 ,27.43 ,0.58 ,11.79 ,81.72 ,0.92 ,6.04 
6.14 ,24.90 ,6.15 ,15.62 ,21.78 ,9.10 ,0.47 ,3.19 ,10.71 ,30.80 ,24.69 
132.01 ,306.83 ,92.54 ,79.04 ,129.91 ,53.41 ,2.13 ,15.71 ,39.80 ,6.07 ,10.03 
36.38 ,150.88 ,1.47 ,38.76 ,10.92 ,16.78 ,0.12 ,5.22 ,42.77 ,0.02 ,0.92 
34.99 ,92.18 ,7.45 ,22.74 ,20.00 ,25.71 ,0.74 ,10.43 ,19.19 ,1.65 ,23.60 
46.47 ,140.96 ,5.53 ,31.29 ,96.60 ,23.28 ,0.61 ,7.75 ,45.49 ,0.91 ,3.75 
167.23 ,325.33 ,21.45 ,66.01 ,56.39 ,55.19 ,1.34 ,18.30 ,54.73 ,4.27 ,21.96 
11.96 ,46.81 ,43.14 ,16.18 ,32.00 ,5.23 ,0.67 ,2.63 ,25.75 ,1.47 ,2.93 
58.49 ,114.25 ,6.03 ,27.02 ,22.40 ,19.60 ,0.70 ,20.75 ,40.93 ,2.56 ,6.98 
78.90 ,157.25 ,32.00 ,60.01 ,54.05 ,28.37 ,1.06 ,10.65 ,8.40 ,2.55 ,34.15 
84.07 ,142.92 ,16.47 ,42.61 ,48.68 ,25.32 ,0.98 ,9.78 ,56.60 ,1.55 ,4.17 
9.40 ,21.88 ,3.79 ,6.46 ,10.24 ,8.12 ,0.27 ,3.35 ,19.23 ,22.09 ,16.43 
51.44 ,128.07 ,16.08 ,29.49 ,39.48 ,13.99 ,0.76 ,9.50 ,12.38 ,1.11 ,14.84 
110.25 ,305.90 ,34.62 ,67.72 ,89.30 ,47.60 ,1.73 ,21.68 ,37.72 ,5.45 ,6.05 
31.62 ,61.44 ,9.52 ,34.25 ,33.70 ,13.73 ,1.17 ,8.31 ,24.41 ,1.21 ,34.71 
141.52 ,284.72 ,56.08 ,68.86 ,87.43 ,47.40 ,1.86 ,36.37 ,33.75 ,8.46 ,49.58 
89.10 ,79.22 ,3.21 ,23.93 ,14.49 ,19.44 ,1.24 ,1.74 ,67.19 ,0.33 ,0.19 
4.33 ,9.38 ,2.16 ,12.32 ,8.22 ,4.22 ,0.25 ,6.19 ,14.65 ,1.33 ,0.24 
85.62 ,223.02 ,12.38 ,88.34 ,85.82 ,35.26 ,1.53 ,22.60 ,64.72 ,3.96 ,14.13 
19.17 ,60.48 ,9.41 ,28.44 ,31.37 ,17.90 ,0.91 ,7.40 ,57.26 ,0.65 ,2.06 
40.00 ,60.50 ,0.80 ,9.55 ,5.70 ,15.55 ,0.55 ,20.35 ,36.85 ,0.30 ,0.50 
99.75 ,181.50 ,16.68 ,78.95 ,55.52 ,26.30 ,0.23 ,10.98 ,10.30 ,0.40 ,4.02 
80.00 ,185.58 ,52.77 ,84.18 ,47.74 ,46.98 ,0.44 ,32.44 ,70.99 ,1.52 ,2.21 
39.89 ,100.38 ,18.35 ,16.04 ,22.17 ,11.59 ,0.46 ,8.55 ,27.08 ,1.20 ,1.41 
61.83 ,123.75 ,8.00 ,53.08 ,34.58 ,10.65 ,0.85 ,5.42 ,8.17 ,3.30 ,20.83 
34.10 ,74.25 ,9.84 ,26.33 ,20.87 ,13.66 ,0.68 ,4.49 ,21.83 ,1.98 ,9.58 
60.13 ,96.86 ,12.56 ,8.29 ,20.85 ,5.09 ,0.66 ,6.10 ,51.96 ,0.83 ,2.76 
60.20 ,128.00 ,3.72 ,14.13 ,21.70 ,13.12 ,0.36 ,4.72 ,120.58 ,0.44 ,2.26 
93.17 ,171.81 ,14.53 ,34.06 ,1.24 ,31.10 ,0.96 ,17.42 ,61.61 ,1.22 ,3.52 
12.25 ,28.50 ,0.82 ,7.93 ,4.03 ,5.33 ,0.35 ,12.05 ,31.82 ,0.28 ,1.82 
101.62 ,160.52 ,18.99 ,8.99 ,27.67 ,12.61 ,0.47 ,10.84 ,9.11 ,2.54 ,2.88 
366.30 ,719.79 ,32.64 ,124.66 ,137.64 ,45.23 ,2.62 ,84.17 ,36.82 ,8.29 ,11.86 
34.88 ,88.88 ,3.20 ,13.98 ,5.02 ,21.93 ,0.08 ,6.32 ,113.54 ,0.07 ,0.48 
62.00 ,127.00 ,8.83 ,35.16 ,27.72 ,31.82 ,0.93 ,5.50 ,17.63 ,0.93 ,13.78 
19.01 ,41.71 ,4.09 ,10.52 ,14.66 ,9.59 ,0.41 ,24.00 ,35.06 ,2.41 ,13.52 
15.50 ,39.25 ,2.95 ,7.60 ,6.45 ,12.62 ,0.91 ,9.35 ,65.17 ,0.40 ,0.23 
23.02 ,58.44 ,30.41 ,36.07 ,46.60 ,29.02 ,1.02 ,9.49 ,14.42 ,2.22 ,26.66 
61.10 ,240.25 ,31.15 ,77.13 ,41.55 ,39.52 ,0.52 ,21.78 ,44.53 ,1.95 ,6.08 
39.00 ,98.00 ,3.30 ,31.65 ,19.50 ,7.75 ,0.76 ,11.85 ,8.85 ,2.75 ,10.50 
54.83 ,204.63 ,8.24 ,24.73 ,29.88 ,29.78 ,0.77 ,6.62 ,38.99 ,2.80 ,7.09 
65.68 ,170.36 ,6.30 ,45.41 ,41.72 ,14.12 ,1.10 ,6.85 ,28.48 ,0.69 ,2.56 
47.45 ,113.72 ,3.83 ,74.70 ,78.53 ,13.54 ,0.83 ,4.24 ,17.90 ,4.07 ,6.63 
85.78 ,118.48 ,39.26 ,57.86 ,58.12 ,34.49 ,1.50 ,6.84 ,2.79 ,3.89 ,2.86 
156.02 ,230.61 ,38.25 ,79.26 ,117.50 ,26.13 ,0.80 ,7.65 ,9.22 ,0.33 ,0.43 
28.55 ,64.31 ,9.18 ,26.83 ,21.74 ,13.45 ,0.27 ,5.17 ,13.87 ,0.64 ,5.13 
47.19 ,87.37 ,13.25 ,8.82 ,22.07 ,11.07 ,1.17 ,33.03 ,51.20 ,2.58 ,1.12 
49.35 ,178.75 ,3.26 ,22.95 ,14.62 ,10.03 ,0.50 ,7.80 ,41.69 ,1.47 ,5.32 
23.50 ,75.75 ,2.48 ,11.93 ,8.35 ,10.45 ,0.53 ,4.25 ,37.25 ,0.30 ,0.20 
100.05 ,313.79 ,71.27 ,79.05 ,115.20 ,52.07 ,2.36 ,12.32 ,31.90 ,4.29 ,3.42 
24.29 ,80.70 ,2.31 ,26.26 ,15.77 ,9.06 ,0.26 ,3.72 ,22.32 ,0.48 ,10.21 
52.50 ,100.75 ,18.72 ,95.78 ,30.30 ,89.25 ,0.30 ,11.12 ,20.67 ,0.09 ,1.88 
41.00 ,73.00 ,17.35 ,49.70 ,40.55 ,17.75 ,0.66 ,9.85 ,19.70 ,2.75 ,5.70 
99.16 ,156.74 ,22.99 ,24.21 ,29.29 ,13.92 ,0.68 ,13.99 ,10.81 ,0.97 ,0.32 
38.96 ,121.15 ,1.36 ,13.70 ,8.32 ,9.31 ,0.40 ,5.73 ,70.17 ,0.62 ,4.78 
63.50 ,114.50 ,4.52 ,24.15 ,15.15 ,9.72 ,1.04 ,3.30 ,98.38 ,3.52 ,4.73 
67.75 ,149.50 ,16.92 ,34.80 ,32.25 ,7.48 ,1.11 ,20.72 ,9.43 ,5.55 ,14.52 
47.50 ,129.25 ,4.12 ,24.78 ,15.15 ,8.35 ,0.78 ,30.60 ,85.65 ,3.35 ,4.60 
61.86 ,111.63 ,8.01 ,10.23 ,12.04 ,31.67 ,1.07 ,7.15 ,6.81 ,8.70 ,0.17 
86.16 ,174.36 ,28.26 ,61.41 ,63.96 ,43.03 ,1.58 ,8.12 ,38.71 ,1.83 ,4.27 
30.75 ,68.00 ,7.23 ,41.20 ,12.74 ,12.83 ,0.26 ,11.83 ,59.67 ,0.05 ,0.75 
22.26 ,56.10 ,2.55 ,13.05 ,11.63 ,4.68 ,0.54 ,7.04 ,18.65 ,0.65 ,2.75 
35.04 ,84.35 ,1.94 ,24.64 ,14.61 ,11.88 ,0.73 ,4.80 ,31.73 ,0.87 ,5.99 
71.29 ,138.03 ,5.70 ,9.99 ,17.88 ,14.31 ,0.15 ,11.14 ,75.53 ,0.72 ,0.19 
24.00 ,48.25 ,1.95 ,22.77 ,13.70 ,7.53 ,0.38 ,9.30 ,54.27 ,3.25 ,10.05 
216.76 ,340.95 ,79.94 ,64.01 ,94.15 ,53.48 ,1.91 ,17.46 ,22.62 ,7.31 ,54.97 
28.06 ,43.71 ,22.84 ,34.62 ,54.35 ,20.91 ,0.88 ,10.12 ,19.03 ,0.63 ,3.26 
25.74 ,85.19 ,6.75 ,46.00 ,39.52 ,27.56 ,0.46 ,2.28 ,145.80 ,1.50 ,1.00 
42.79 ,96.16 ,7.34 ,31.50 ,24.71 ,32.52 ,1.11 ,8.13 ,23.00 ,1.63 ,19.16 
159.08 ,388.28 ,108.71 ,85.68 ,125.83 ,36.10 ,3.22 ,19.25 ,31.41 ,8.33 ,68.93 
56.75 ,108.25 ,6.55 ,39.55 ,24.12 ,7.42 ,0.97 ,7.90 ,42.32 ,5.70 ,8.80 
73.81 ,154.73 ,10.02 ,49.46 ,49.71 ,54.47 ,1.35 ,13.32 ,35.37 ,3.62 ,12.34 
209.14 ,370.76 ,16.03 ,48.10 ,40.90 ,78.99 ,9.63 ,3.50 ,21.87 ,2.91 ,5.26 
69.78 ,216.28 ,12.82 ,57.95 ,21.88 ,24.77 ,0.78 ,35.24 ,66.00 ,2.49 ,5.82 
23.99 ,39.72 ,2.42 ,17.62 ,20.00 ,5.80 ,0.43 ,1.30 ,11.78 ,46.76 ,6.95 
74.72 ,164.20 ,6.55 ,42.06 ,38.90 ,37.48 ,1.05 ,7.98 ,76.17 ,2.76 ,8.72 
12.92 ,49.74 ,5.79 ,9.77 ,5.21 ,22.74 ,2.08 ,2.42 ,32.51 ,0.45 ,2.18 
40.00 ,93.96 ,5.19 ,28.63 ,25.40 ,22.13 ,1.32 ,7.01 ,72.26 ,0.86 ,2.21 
59.50 ,115.49 ,9.03 ,41.35 ,36.25 ,39.37 ,0.73 ,11.65 ,77.67 ,1.88 ,8.84 
125.96 ,265.89 ,20.01 ,48.74 ,57.14 ,46.52 ,1.10 ,27.93 ,39.11 ,2.60 ,2.64 
56.73 ,103.50 ,12.17 ,29.44 ,29.43 ,26.10 ,0.82 ,10.25 ,49.96 ,3.00 ,6.20 
40.50 ,60.50 ,2.48 ,13.78 ,9.32 ,11.72 ,0.72 ,6.45 ,16.80 ,1.32 ,4.20 
11.96 ,45.48 ,23.78 ,10.38 ,31.35 ,13.99 ,0.71 ,6.28 ,43.02 ,1.30 ,1.10 
20.11 ,49.22 ,10.53 ,16.27 ,24.15 ,6.06 ,0.20 ,7.59 ,17.82 ,4.30 ,5.98 
55.06 ,87.42 ,2.27 ,8.98 ,11.56 ,0.55 ,0.49 ,7.06 ,10.41 ,1.10 ,3.14 
17.75 ,70.75 ,3.62 ,20.65 ,13.95 ,11.80 ,0.31 ,26.78 ,17.45 ,2.80 ,6.38 
24.66 ,44.23 ,35.74 ,27.07 ,25.62 ,1.82 ,0.85 ,11.67 ,6.69 ,1.80 ,1.77 
37.50 ,147.25 ,9.35 ,53.40 ,36.02 ,21.65 ,1.91 ,12.78 ,8.33 ,0.10 ,0.15 
53.62 ,139.47 ,19.16 ,54.51 ,56.42 ,22.29 ,1.78 ,15.11 ,28.27 ,1.86 ,7.32 
39.00 ,95.00 ,10.98 ,43.10 ,31.85 ,12.30 ,0.77 ,1.20 ,30.95 ,5.25 ,14.60 
40.89 ,74.29 ,24.74 ,47.58 ,60.40 ,15.05 ,0.81 ,8.90 ,8.56 ,0.96 ,2.13 
11.56 ,13.62 ,2.40 ,12.18 ,11.91 ,15.85 ,0.55 ,3.80 ,26.12 ,0.28 ,0.93 
18.70 ,49.83 ,4.54 ,21.32 ,14.59 ,7.14 ,0.32 ,5.27 ,19.99 ,0.37 ,1.54 
35.38 ,99.80 ,1.65 ,34.44 ,19.59 ,10.02 ,0.54 ,5.35 ,41.41 ,0.70 ,1.81 
35.96 ,54.50 ,4.67 ,26.77 ,17.32 ,10.43 ,0.35 ,4.26 ,11.74 ,2.74 ,14.41 
39.19 ,92.59 ,2.60 ,16.80 ,15.40 ,22.59 ,0.31 ,10.54 ,71.16 ,1.04 ,1.32 
67.36 ,120.79 ,37.62 ,26.82 ,46.34 ,36.31 ,1.38 ,8.76 ,22.32 ,2.74 ,24.65 
28.39 ,77.56 ,9.49 ,9.98 ,19.48 ,13.00 ,0.75 ,7.62 ,5.65 ,2.24 ,3.67 
50.84 ,91.06 ,24.91 ,13.24 ,29.66 ,22.71 ,1.69 ,17.81 ,8.69 ,5.88 ,2.26 
49.10 ,67.88 ,5.48 ,30.87 ,19.29 ,18.46 ,0.30 ,7.91 ,37.18 ,5.12 ,7.01 
38.60 ,71.09 ,8.53 ,17.60 ,17.82 ,27.75 ,0.84 ,20.22 ,36.80 ,2.08 ,8.64 
38.58 ,68.49 ,11.13 ,32.05 ,43.19 ,15.58 ,0.78 ,4.08 ,9.54 ,23.04 ,18.65 
19.52 ,41.72 ,1.76 ,8.26 ,5.79 ,36.77 ,0.48 ,6.48 ,8.08 ,3.52 ,0.14 
15.25 ,44.25 ,3.03 ,25.48 ,16.05 ,7.83 ,0.71 ,5.22 ,45.57 ,3.67 ,8.55 
185.38 ,282.43 ,51.44 ,48.20 ,74.25 ,48.93 ,1.29 ,10.13 ,18.99 ,4.36 ,39.44 
25.35 ,105.90 ,2.24 ,21.30 ,13.06 ,16.06 ,0.23 ,6.49 ,21.22 ,0.64 ,3.04 
65.76 ,168.92 ,8.95 ,28.75 ,37.68 ,30.43 ,0.38 ,16.34 ,60.98 ,3.96 ,8.54 
36.58 ,151.46 ,49.62 ,90.61 ,52.90 ,50.00 ,0.33 ,19.87 ,33.29 ,0.90 ,2.12 
20.71 ,43.62 ,4.16 ,11.90 ,8.80 ,27.15 ,0.48 ,8.90 ,70.20 ,5.04 ,3.49 
40.07 ,157.39 ,9.14 ,18.32 ,27.46 ,9.30 ,0.77 ,6.36 ,60.96 ,1.00 ,6.13 
16.44 ,38.13 ,11.83 ,23.64 ,22.40 ,20.62 ,0.50 ,8.37 ,60.10 ,1.15 ,6.75 
41.00 ,70.81 ,4.16 ,16.96 ,21.50 ,12.45 ,1.03 ,6.61 ,42.04 ,0.17 ,0.46 
32.00 ,53.00 ,2.33 ,9.07 ,6.70 ,15.15 ,0.65 ,6.15 ,60.88 ,1.92 ,4.05 
27.82 ,38.31 ,9.25 ,6.90 ,16.09 ,3.29 ,2.16 ,8.81 ,21.24 ,0.02 ,0.14 
101.40 ,167.10 ,2.40 ,44.14 ,23.26 ,24.70 ,0.46 ,12.09 ,83.06 ,2.71 ,4.15 
461.95 ,864.90 ,44.40 ,16.34 ,58.88 ,8.99 ,0.48 ,49.20 ,7.31 ,4.39 ,5.17 
86.25 ,224.50 ,12.45 ,101.25 ,63.98 ,15.70 ,1.65 ,14.32 ,17.15 ,0.10 ,0.15 
17.70 ,31.70 ,0.84 ,2.48 ,1.03 ,2.51 ,0.14 ,7.31 ,15.73 ,0.04 ,0.08 
51.50 ,123.00 ,4.40 ,32.30 ,20.75 ,5.68 ,1.47 ,4.30 ,10.05 ,2.35 ,7.27 
26.62 ,128.12 ,4.05 ,31.48 ,8.01 ,17.20 ,0.07 ,5.34 ,72.96 ,0.04 ,1.40 
166.45 ,412.95 ,119.09 ,44.31 ,146.29 ,15.73 ,2.48 ,10.12 ,11.25 ,8.28 ,21.98 
32.00 ,61.50 ,6.85 ,45.67 ,29.90 ,8.33 ,0.53 ,7.85 ,26.97 ,5.12 ,19.15 
75.48 ,170.42 ,49.62 ,108.15 ,157.76 ,106.58 ,3.12 ,13.02 ,14.25 ,4.91 ,6.46 
53.00 ,112.00 ,12.28 ,50.60 ,33.78 ,17.80 ,1.24 ,1.45 ,42.05 ,6.60 ,8.20 
16.65 ,36.84 ,6.07 ,19.93 ,22.93 ,21.62 ,2.04 ,1.90 ,5.31 ,0.96 ,1.85 
119.44 ,192.81 ,85.88 ,45.31 ,131.19 ,14.01 ,2.37 ,3.08 ,5.00 ,7.44 ,11.18 
57.07 ,79.99 ,2.34 ,14.22 ,15.25 ,14.22 ,0.58 ,13.22 ,46.94 ,0.23 ,12.04 
70.50 ,94.00 ,2.86 ,26.36 ,27.74 ,10.12 ,1.48 ,5.64 ,37.26 ,2.08 ,8.56 
39.62 ,134.12 ,5.56 ,60.46 ,14.67 ,36.15 ,0.25 ,10.99 ,22.06 ,0.12 ,1.35 
22.73 ,37.71 ,10.80 ,10.42 ,19.60 ,8.72 ,0.93 ,5.62 ,20.45 ,0.55 ,3.22 
67.34 ,124.04 ,8.70 ,57.49 ,54.15 ,38.84 ,1.10 ,13.98 ,44.08 ,3.07 ,4.37 
99.93 ,252.02 ,26.55 ,121.04 ,128.92 ,38.71 ,2.19 ,19.14 ,89.35 ,5.95 ,33.78 
34.12 ,84.38 ,3.78 ,28.04 ,17.12 ,17.73 ,0.40 ,4.41 ,35.27 ,0.67 ,1.76 
33.10 ,57.48 ,9.45 ,21.86 ,20.68 ,23.52 ,0.80 ,8.52 ,15.55 ,1.22 ,13.23 
70.38 ,250.53 ,8.69 ,37.55 ,36.90 ,46.48 ,3.18 ,5.65 ,14.19 ,3.23 ,3.61 
68.43 ,120.12 ,6.33 ,34.12 ,30.83 ,27.78 ,0.84 ,4.59 ,97.33 ,0.90 ,1.64 
41.61 ,86.38 ,7.09 ,58.47 ,41.58 ,19.99 ,0.53 ,7.55 ,32.23 ,1.75 ,1.50 
31.65 ,65.60 ,7.38 ,18.67 ,17.53 ,23.01 ,0.57 ,14.18 ,38.87 ,0.95 ,7.97 
211.01 ,433.87 ,193.14 ,92.89 ,230.47 ,52.48 ,4.57 ,21.22 ,30.85 ,13.15 ,117.53 
28.63 ,57.30 ,2.78 ,4.49 ,7.25 ,5.30 ,0.40 ,2.30 ,13.06 ,0.50 ,6.46 
83.69 ,161.32 ,43.51 ,33.46 ,56.18 ,39.39 ,1.67 ,9.18 ,36.17 ,4.47 ,47.41 
92.17 ,190.09 ,14.46 ,52.97 ,67.44 ,27.27 ,0.85 ,20.59 ,62.36 ,28.41 ,42.94 
38.84 ,84.80 ,8.88 ,35.99 ,36.95 ,13.85 ,0.80 ,14.55 ,87.55 ,0.63 ,1.36 
105.60 ,28.90 ,9.23 ,15.55 ,24.78 ,21.04 ,0.49 ,4.29 ,21.33 ,0.40 ,1.20 
27.90 ,79.19 ,2.56 ,28.22 ,16.60 ,12.86 ,0.58 ,3.87 ,29.12 ,0.80 ,6.28 
161.95 ,386.75 ,34.71 ,85.54 ,55.22 ,45.32 ,1.70 ,17.68 ,86.12 ,2.99 ,8.49 
26.82 ,52.53 ,8.37 ,20.54 ,25.06 ,12.40 ,0.83 ,8.59 ,32.61 ,2.60 ,4.69 
13.50 ,45.00 ,1.18 ,16.27 ,9.35 ,7.85 ,0.11 ,12.48 ,21.35 ,1.18 ,4.10 
33.67 ,83.85 ,6.98 ,29.69 ,28.31 ,13.27 ,1.27 ,7.98 ,57.34 ,1.12 ,32.07 
51.46 ,113.28 ,3.74 ,65.30 ,69.04 ,3.82 ,1.89 ,0.76 ,32.59 ,2.42 ,3.63 
218.35 ,337.46 ,15.06 ,43.54 ,37.03 ,39.90 ,1.59 ,14.31 ,38.33 ,4.50 ,26.03 
15.25 ,24.75 ,1.99 ,21.22 ,12.76 ,8.82 ,0.18 ,4.64 ,14.88 ,0.35 ,1.32 
41.12 ,95.92 ,4.05 ,37.40 ,23.10 ,16.02 ,0.68 ,5.65 ,21.59 ,2.71 ,6.03 
368.32 ,621.56 ,167.29 ,92.78 ,199.46 ,85.34 ,3.08 ,16.86 ,158.89 ,7.58 ,14.77 
25.21 ,99.06 ,10.53 ,14.93 ,34.44 ,8.99 ,0.81 ,2.47 ,38.39 ,3.46 ,1.03 
64.11 ,143.48 ,9.09 ,27.09 ,23.92 ,31.24 ,0.81 ,20.29 ,26.94 ,2.00 ,11.30 
16.50 ,49.50 ,13.97 ,28.20 ,26.38 ,7.42 ,0.11 ,6.68 ,8.43 ,2.12 ,5.75 
45.53 ,123.85 ,6.74 ,28.98 ,11.24 ,71.46 ,0.54 ,2.88 ,9.26 ,0.42 ,1.86 
60.83 ,96.95 ,2.94 ,21.32 ,13.53 ,11.16 ,0.52 ,2.78 ,22.09 ,0.58 ,2.42 
42.25 ,79.75 ,7.27 ,6.30 ,4.62 ,10.00 ,0.30 ,16.20 ,81.55 ,0.04 ,0.96 
34.90 ,67.64 ,12.21 ,42.61 ,45.87 ,24.54 ,0.69 ,14.00 ,28.49 ,0.33 ,6.84 
45.00 ,82.00 ,1.10 ,12.53 ,7.53 ,11.13 ,0.10 ,9.10 ,140.63 ,0.10 ,3.27 
20.08 ,60.92 ,3.19 ,17.20 ,5.85 ,4.33 ,0.22 ,6.05 ,21.76 ,0.32 ,2.59 
18.88 ,56.45 ,2.52 ,17.03 ,11.04 ,10.91 ,0.40 ,6.13 ,19.00 ,0.15 ,1.77 
62.90 ,122.24 ,3.12 ,24.59 ,26.47 ,12.61 ,0.99 ,11.29 ,48.46 ,0.45 ,1.40 
28.76 ,59.91 ,11.84 ,18.80 ,30.62 ,6.03 ,0.60 ,10.53 ,24.04 ,0.72 ,2.93 
56.00 ,98.25 ,11.78 ,38.65 ,30.15 ,7.67 ,0.80 ,14.25 ,28.65 ,2.45 ,3.98 
19.03 ,64.94 ,6.89 ,16.39 ,18.00 ,43.65 ,1.13 ,5.51 ,17.43 ,0.26 ,0.72 
